"","ID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","con"
"6855","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","4+2= ?","6","","6","6","1917","1","__"
"6856","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9-2= ?","7","","7","7","1978","1","__"
"6857","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","5-3= ?","2","","2","2","2457","1","__"
"6858","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","4+5= ?","9","","9","9","2106","1","__"
"6859","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","1+7= ?","8","","8","8","1921","1","__"
"6860","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9-3= ?","6","","6","6","2150","1","__"
"6861","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","13-5= ?","8","","8","8","3586","1","__"
"6862","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","2+7= ?","9","","9","9","2084","1","__"
"6863","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","4*1= ?","4","","1","1","1917","0","__"
"6864","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","56/7= ?","8","","8","8","3639","1","__"
"6865","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9-5= ?","4","","4","4","2374","1","__"
"6866","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","19-17= ?","2","","2","2","1890","1","__"
"6867","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","2+2= ?","4","","4","4","1853","1","__"
"6868","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","4/4= ?","1","","1","1","1906","1","__"
"6869","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","12-7= ?","5","","5","5","3669","1","__"
"6870","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","14-9= ?","5","","5","5","2206","1","__"
"6871","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","4+1= ?","5","","5","5","1896","1","__"
"6872","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","5+3= ?","8","","8","8","2258","1","__"
"6873","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","8-5= ?","3","","3","3","1770","1","__"
"6874","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9-7= ?","2","","2","2","1937","1","__"
"6875","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","11-5= ?","6","","6","6","2261","1","__"
"6876","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","3*1= ?","3","","3","3","2238","1","__"
"6877","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","3+6= ?","9","","9","9","2014","1","__"
"6878","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","1-1= ?","0","","0","0","2101","1","__"
"6879","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","6+3= ?","9","","9","9","1958","1","__"
"6880","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","2*3= ?","6","","6","6","2214","1","__"
"6881","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","8*1= ?","8","","8","8","2278","1","__"
"6882","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","3+2= ?","5","","5","5","1968","1","__"
"6883","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9-1= ?","8","","8","8","1977","1","__"
"6884","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","8-1= ?","7","","7","7","2182","1","__"
"6885","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","32-32= ?","0","","0","0","2442","1","__"
"6886","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9/3= ?","3","","3","3","1814","1","__"
"6887","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","8/4= ?","2","","2","2","1801","1","__"
"6888","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","17-12= ? ","5","","5","5","3422","1","__"
"6889","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","5/1= ?","5","","5","5","2518","1","__"
"6890","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","7+1= ?","8","","8","8","2254","1","__"
"6891","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","1+6= ?","7","","7","7","1931","1","__"
"6892","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","10-5= ?","5","","5","5","1981","1","__"
"6893","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","7*1=  ?","7","","7","7","1901","1","__"
"6894","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","8-4= ?","4","","4","4","1883","1","__"
"6895","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","3*3= ?","9","","9","9","2134","1","__"
"6896","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","32-23= ?","9","","9","9","2621","1","__"
"6897","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","8+1= ?","9","","9","9","1889","1","__"
"6898","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","13-6= ?","7","","7","7","2783","1","__"
"6899","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","20/5= ?","4","","4","4","2743","1","__"
"6900","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","7*0= ?","0","","0","0","2129","1","__"
"6901","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","12-12= ?","0","","0","0","2309","1","__"
"6902","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","2+6= ?","8","","8","8","2069","1","__"
"6903","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","12-5= ?","7","","7","7","2097","1","__"
"6904","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","3+3= ?","6","","6","6","1933","1","__"
"6905","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","11-8= ?","3","","3","3","2421","1","__"
"6906","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","9-9= ?","0","","0","0","1899","1","__"
"6907","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","72/9= ?","8","","8","8","8028","1","__"
"6908","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","10-9= ?","1","","1","1","2056","1","__"
"6909","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","29-27= ?","2","","2","2","1925","1","__"
"6910","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","11-3= ?","8","","8","8","5258","1","__"
"6911","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","22-22= ?","0","","0","0","2039","1","__"
"6912","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","6+1= ?","7","","7","7","1893","1","__"
"6913","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","7+2= ?","9","","9","9","2082","1","__"
"6914","phase_016_subj_29","Male","SRET","SRET_math_calculate","","","","","12/6= ?","2","","","","","0","__"
"6915","phase_016_subj_29","Male","SRET_RJ","RJ_instruct_practice","","","","","","","","","","35525","","__"
"6916","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","徇私","","","old","1","new","37763","0","self_Negative_morality"
"6917","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","刻板","","","old","1","new","1069","0","self_Negative_ability"
"6918","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","认真","","","new","1","new","874","1","friend_Positive_ability"
"6919","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","忠实","","","old","1","new","643","0","self_Positive_morality"
"6920","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","可鄙","","","new","1","new","851","1","friend_Negative_morality"
"6921","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","宽宏","","","new","1","new","726","1","friend_Positive_morality"
"6922","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","ability","白痴","","","new","1","new","655","1","friend_Negative_ability"
"6923","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","严谨","","","old","2","familiar","3693","1","self_Positive_ability"
"6924","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","严谨","","","self","j","self","5219","1","_Positive_ability"
"6925","phase_016_subj_29","Male","SRET_RJ","RJ_instruct","","","","","","","","","","20565","","__"
"6926","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","狡狯","","","new","1","new","1173","1","NA_Negative_morality"
"6927","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","侠义","","","new","1","new","1377","1","NA_Positive_morality"
"6928","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","爱国","","","new","1","new","962","1","NA_Positive_morality"
"6929","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","贪腐","","","new","1","new","1426","1","NA_Negative_morality"
"6930","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","仁爱","","","new","1","new","1521","1","NA_Positive_morality"
"6931","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","中用","","","new","1","new","1649","1","NA_Positive_ability"
"6932","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","善良","","","old","3","old","4921","1","self_Positive_morality"
"6933","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","善良","","","self","j","self","2607","1","_Positive_morality"
"6934","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","正气","","","new","2","familiar","3827","0","NA_Positive_morality"
"6935","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","正气","","",NA,"f","friend","832",NA,"_Positive_morality"
"6936","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","仗义","","","new","2","familiar","4313","0","NA_Positive_morality"
"6937","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","仗义","","",NA,"f","friend","1265",NA,"_Positive_morality"
"6938","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","恶劣","","","old","3","old","2842","1","self_Negative_morality"
"6939","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","恶劣","","","self","j","self","1028","1","_Negative_morality"
"6940","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","敬业","","","old","3","old","2361","1","friend_Positive_morality"
"6941","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","敬业","","","friend","j","self","1110","0","_Positive_morality"
"6942","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","奉献","","","old","3","old","2414","1","friend_Positive_morality"
"6943","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","奉献","","","friend","f","friend","680","1","_Positive_morality"
"6944","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","差生","","","new","1","new","1549","1","NA_Negative_ability"
"6945","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","高效","","","new","1","new","1219","1","NA_Positive_ability"
"6946","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","思辨","","","new","1","new","906","1","NA_Positive_ability"
"6947","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","仁厚","","","new","2","familiar","5832","0","NA_Positive_morality"
"6948","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","仁厚","","",NA,"f","friend","2083",NA,"_Positive_morality"
"6949","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","诡诈","","","old","1","new","1926","0","friend_Negative_morality"
"6950","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","有力","","","new","1","new","1414","1","NA_Positive_ability"
"6951","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","慈悲","","","new","1","new","1095","1","NA_Positive_morality"
"6952","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","敏捷","","","old","1","new","4033","0","friend_Positive_ability"
"6953","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","短浅","","","new","1","new","736","1","NA_Negative_ability"
"6954","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","热心","","","old","3","old","2569","1","friend_Positive_morality"
"6955","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","热心","","","friend","j","self","2108","0","_Positive_morality"
"6956","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","宽容","","","new","3","old","1635","0","NA_Positive_morality"
"6957","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","宽容","","",NA,"f","friend","2000",NA,"_Positive_morality"
"6958","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","短视","","","new","1","new","888","1","NA_Negative_ability"
"6959","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","外行","","","old","1","new","889","0","self_Negative_ability"
"6960","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","忠义","","","old","2","familiar","1915","1","friend_Positive_morality"
"6961","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","忠义","","","friend","j","self","1008","0","_Positive_morality"
"6962","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","ability","才尽","","","old","1","new","840","0","friend_Negative_ability"
"6963","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","刻苦","","","old","3","old","1497","1","friend_Positive_ability"
"6964","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","刻苦","","","friend","f","friend","3900","1","_Positive_ability"
"6965","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","聪明","","","old","2","familiar","4611","1","self_Positive_ability"
"6966","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","聪明","","","self","j","self","555","1","_Positive_ability"
"6967","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","业余","","","new","1","new","1206","1","NA_Negative_ability"
"6968","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","龌龊","","","old","1","new","557","0","self_Negative_morality"
"6969","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","势利","","","new","1","new","3178","1","NA_Negative_morality"
"6970","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","扎实","","","old","1","new","1443","0","friend_Positive_ability"
"6971","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","窝囊","","","old","1","new","1167","0","self_Negative_ability"
"6972","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","草率","","","new","1","new","678","1","NA_Negative_ability"
"6973","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","笨蛋","","","new","1","new","1292","1","NA_Negative_ability"
"6974","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","沉着","","","old","2","familiar","2642","1","self_Positive_ability"
"6975","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","沉着","","","self","f","friend","898","0","_Positive_ability"
"6976","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","ability","逞能","","","old","2","familiar","1352","1","friend_Negative_ability"
"6977","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","逞能","","","friend","f","friend","891","1","_Negative_ability"
"6978","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","浅薄","","","new","2","familiar","2922","0","NA_Negative_ability"
"6979","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","浅薄","","",NA,"j","self","447",NA,"_Negative_ability"
"6980","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","淡泊","","","new","1","new","979","1","NA_Positive_morality"
"6981","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","畏难","","","old","2","familiar","1335","1","self_Negative_ability"
"6982","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","畏难","","","self","j","self","2185","1","_Negative_ability"
"6983","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","拜金","","","old","2","familiar","1135","1","friend_Negative_morality"
"6984","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","拜金","","","friend","f","friend","1315","1","_Negative_morality"
"6985","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","无敌","","","old","3","old","1246","1","self_Positive_ability"
"6986","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","无敌","","","self","j","self","1136","1","_Positive_ability"
"6987","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","慷慨","","","old","1","new","1514","0","self_Positive_morality"
"6988","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","周到","","","old","1","new","1032","0","friend_Positive_ability"
"6989","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","勤恳","","","new","1","new","598","1","NA_Positive_morality"
"6990","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","博学","","","old","1","new","1224","0","friend_Positive_ability"
"6991","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","愚痴","","","new","1","new","964","1","NA_Negative_ability"
"6992","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","博识","","","old","2","familiar","1582","1","friend_Positive_ability"
"6993","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","博识","","","friend","f","friend","809","1","_Positive_ability"
"6994","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","迂拙","","","old","3","old","1312","1","self_Negative_ability"
"6995","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","迂拙","","","self","f","friend","2125","0","_Negative_ability"
"6996","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","守信","","","old","3","old","3635","1","friend_Positive_morality"
"6997","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","守信","","","friend","j","self","393","0","_Positive_morality"
"6998","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","盲目","","","new","1","new","821","1","NA_Negative_ability"
"6999","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","利己","","","old","3","old","1683","1","friend_Negative_morality"
"7000","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","利己","","","friend","f","friend","1743","1","_Negative_morality"
"7001","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","贪污","","","new","1","new","1062","1","NA_Negative_morality"
"7002","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","怠惰","","","new","1","new","787","1","NA_Negative_ability"
"7003","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","坚持","","","new","1","new","1764","1","NA_Positive_ability"
"7004","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","高洁","","","old","1","new","1610","0","self_Positive_morality"
"7005","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","礼貌","","","old","3","old","1177","1","friend_Positive_morality"
"7006","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","礼貌","","","friend","j","self","1153","0","_Positive_morality"
"7007","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","娴熟","","","new","1","new","800","1","NA_Positive_ability"
"7008","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","独断","","","old","2","familiar","1832","1","self_Negative_ability"
"7009","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","独断","","","self","f","friend","1093","0","_Negative_ability"
"7010","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","上进","","","old","2","familiar","1806","1","self_Positive_ability"
"7011","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","上进","","","self","j","self","495","1","_Positive_ability"
"7012","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","变通","","","new","1","new","695","1","NA_Positive_ability"
"7013","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","蛇蝎","","","new","1","new","567","1","NA_Negative_morality"
"7014","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","背叛","","","old","1","new","1704","0","friend_Negative_morality"
"7015","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","不仁","","","new","2","familiar","1821","0","NA_Negative_morality"
"7016","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","不仁","","",NA,"f","friend","1414",NA,"_Negative_morality"
"7017","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","马虎","","","new","1","new","715","1","NA_Negative_ability"
"7018","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","谦逊","","","old","3","old","1327","1","self_Positive_morality"
"7019","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","谦逊","","","self","j","self","667","1","_Positive_morality"
"7020","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","奸险","","","old","2","familiar","1400","1","self_Negative_morality"
"7021","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","奸险","","","self","j","self","731","1","_Negative_morality"
"7022","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","刻薄","","","old","2","familiar","1287","1","friend_Negative_morality"
"7023","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","刻薄","","","friend","f","friend","344","1","_Negative_morality"
"7024","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","远见","","","old","1","new","1141","0","self_Positive_ability"
"7025","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","高明","","","new","1","new","1102","1","NA_Positive_ability"
"7026","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","专注","","","new","1","new","906","1","NA_Positive_ability"
"7027","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","忠勇","","","old","2","familiar","1151","1","self_Positive_morality"
"7028","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","忠勇","","","self","j","self","500","1","_Positive_morality"
"7029","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","罪恶","","","old","2","familiar","1220","1","self_Negative_morality"
"7030","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","罪恶","","","self","f","friend","283","0","_Negative_morality"
"7031","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","细心","","","new","1","new","867","1","NA_Positive_ability"
"7032","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","ability","新手","","","old","1","new","653","0","friend_Negative_ability"
"7033","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","卑鄙","","","old","2","familiar","2296","1","self_Negative_morality"
"7034","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","卑鄙","","","self","f","friend","733","0","_Negative_morality"
"7035","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","不孝","","","new","1","new","2740","1","NA_Negative_morality"
"7036","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","狡诈","","","new","1","new","897","1","NA_Negative_morality"
"7037","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","不良","","","new","1","new","810","1","NA_Negative_morality"
"7038","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","忠良","","","old","2","familiar","907","1","friend_Positive_morality"
"7039","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","忠良","","","friend","j","self","1091","0","_Positive_morality"
"7040","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","诚信","","","new","2","familiar","1904","0","NA_Positive_morality"
"7041","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","诚信","","",NA,"j","self","453",NA,"_Positive_morality"
"7042","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","刚正","","","new","2","familiar","671","0","NA_Positive_morality"
"7043","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","刚正","","",NA,"f","friend","194",NA,"_Positive_morality"
"7044","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","morality","下流","","","old","2","familiar","2545","1","self_Negative_morality"
"7045","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","下流","","","self","j","self","1407","1","_Negative_morality"
"7046","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","ability","拖延","","","old","2","familiar","1927","1","friend_Negative_ability"
"7047","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","拖延","","","friend","f","friend","1012","1","_Negative_ability"
"7048","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","ability","顶事","","","old","1","new","587","0","friend_Positive_ability"
"7049","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","淫乱","","","old","1","new","1255","0","friend_Negative_morality"
"7050","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","昏庸","","","new","2","familiar","1746","0","NA_Negative_ability"
"7051","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","昏庸","","",NA,"j","self","703",NA,"_Negative_ability"
"7052","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","逞强","","","new","2","familiar","1559","0","NA_Negative_ability"
"7053","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","逞强","","",NA,"f","friend","536",NA,"_Negative_ability"
"7054","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","奸诈","","","new","1","new","589","1","NA_Negative_morality"
"7055","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","morality","坦荡","","","new","1","new","1245","1","NA_Positive_morality"
"7056","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Positive","morality","守法","","","old","1","new","997","0","friend_Positive_morality"
"7057","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","伪善","","","old","1","new","577","0","friend_Negative_morality"
"7058","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","ability","利落","","","old","3","old","1710","1","self_Positive_ability"
"7059","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","利落","","","self","f","friend","606","0","_Positive_ability"
"7060","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","无耻","","","new","1","new","2925","1","NA_Negative_morality"
"7061","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Positive","ability","精干","","","new","2","familiar","777","0","NA_Positive_ability"
"7062","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","ability","精干","","",NA,"j","self","857",NA,"_Positive_ability"
"7063","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","失信","","","new","1","new","853","1","NA_Negative_morality"
"7064","phase_016_subj_29","Male","SRET","RJ_formal1","self","Negative","ability","犹豫","","","old","2","familiar","1073","1","self_Negative_ability"
"7065","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","ability","犹豫","","","self","j","self","701","1","_Negative_ability"
"7066","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","morality","腐败","","","new","1","new","848","1","NA_Negative_morality"
"7067","phase_016_subj_29","Male","SRET","RJ_formal1",NA,"Negative","ability","拖拉","","","new","1","new","637","1","NA_Negative_ability"
"7068","phase_016_subj_29","Male","SRET","RJ_formal1","self","Positive","morality","无私","","","old","3","old","1462","1","self_Positive_morality"
"7069","phase_016_subj_29","Male","SRET","RJ_formal_2","","Positive","morality","无私","","","self","f","friend","577","0","_Positive_morality"
"7070","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","morality","混账","","","old","2","familiar","1114","1","friend_Negative_morality"
"7071","phase_016_subj_29","Male","SRET","RJ_formal_2","","Negative","morality","混账","","","friend","j","self","968","0","_Negative_morality"
"7072","phase_016_subj_29","Male","SRET","RJ_formal1","friend","Negative","ability","废物","","","old","2","familiar","2921","1","friend_Negative_ability"
