"","subj_idx","ParticipantID","Sex","task_id","screen_id","person","valence","domain","word","math","correct_response","identity","response","responses","rt","correct","friend_name","con","ID"
"2295",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","专注","","","self","f","self","1681","1","杨","_Positive_ability","phase_015_subj_23"
"2296",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","利落","","","new","3","old","875","0","杨","NA_Positive_ability","phase_015_subj_23"
"2297",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","利落","","",NA,"f","self","171",NA,"杨","_Positive_ability","phase_015_subj_23"
"2298",598901822953881600,404,"Male","SRET","RJ_formal1","self","Negative","ability","新手","","","old","3","old","1751","1","杨","self_Negative_ability","phase_015_subj_23"
"2299",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","新手","","","self","f","self","248","1","杨","_Negative_ability","phase_015_subj_23"
"2300",598901822953881600,404,"Male","SRET","RJ_formal1","self","Negative","ability","畏难","","","old","3","old","699","1","杨","self_Negative_ability","phase_015_subj_23"
"2301",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","畏难","","","self","j","friend","243","0","杨","_Negative_ability","phase_015_subj_23"
"2302",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","草率","","","new","1","new","1295","1","杨","NA_Negative_ability","phase_015_subj_23"
"2303",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","忠良","","","new","2","familiar","1417","0","杨","NA_Positive_morality","phase_015_subj_23"
"2304",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","忠良","","",NA,"j","friend","258",NA,"杨","_Positive_morality","phase_015_subj_23"
"2305",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","morality","贪污","","","old","3","old","904","1","杨","friend_Negative_morality","phase_015_subj_23"
"2306",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","贪污","","","friend","f","self","193","0","杨","_Negative_morality","phase_015_subj_23"
"2307",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","全才","","","new","1","new","1365","1","杨","NA_Positive_ability","phase_015_subj_23"
"2308",598901822953881600,404,"Male","SRET","RJ_formal1","self","Negative","morality","失信","","","old","1","new","1718","0","杨","self_Negative_morality","phase_015_subj_23"
"2309",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","粗心","","","new","1","new","1578","1","杨","NA_Negative_ability","phase_015_subj_23"
"2310",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","morality","罪恶","","","new","1","new","1313","1","杨","NA_Negative_morality","phase_015_subj_23"
"2311",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","奉献","","","new","2","familiar","1224","0","杨","NA_Positive_morality","phase_015_subj_23"
"2312",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","奉献","","",NA,"j","friend","133",NA,"杨","_Positive_morality","phase_015_subj_23"
"2313",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","morality","自私","","","new","3","old","1588","0","杨","NA_Negative_morality","phase_015_subj_23"
"2314",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","自私","","",NA,"j","friend","850",NA,"杨","_Negative_morality","phase_015_subj_23"
"2315",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","morality","下流","","","new","1","new","770","1","杨","NA_Negative_morality","phase_015_subj_23"
"2316",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Positive","morality","清廉","","","old","3","old","742","1","杨","friend_Positive_morality","phase_015_subj_23"
"2317",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","清廉","","","friend","f","self","230","0","杨","_Positive_morality","phase_015_subj_23"
"2318",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","忠义","","","new","3","old","683","0","杨","NA_Positive_morality","phase_015_subj_23"
"2319",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","忠义","","",NA,"f","self","441",NA,"杨","_Positive_morality","phase_015_subj_23"
"2320",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Positive","morality","无私","","","old","3","old","1459","1","杨","friend_Positive_morality","phase_015_subj_23"
"2321",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","无私","","","friend","j","friend","865","1","杨","_Positive_morality","phase_015_subj_23"
"2322",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","morality","黑心","","","new","1","new","655","1","杨","NA_Negative_morality","phase_015_subj_23"
"2323",598901822953881600,404,"Male","SRET","RJ_formal1","self","Negative","ability","拖拉","","","old","2","familiar","1428","1","杨","self_Negative_ability","phase_015_subj_23"
"2324",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","拖拉","","","self","f","self","711","1","杨","_Negative_ability","phase_015_subj_23"
"2325",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","孝顺","","","new","3","old","1009","0","杨","NA_Positive_morality","phase_015_subj_23"
"2326",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","孝顺","","",NA,"f","self","1773",NA,"杨","_Positive_morality","phase_015_subj_23"
"2327",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","愚蠢","","","new","1","new","2142","1","杨","NA_Negative_ability","phase_015_subj_23"
"2328",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","热心","","","new","1","new","2010","1","杨","NA_Positive_morality","phase_015_subj_23"
"2329",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Positive","ability","顶事","","","old","3","old","1132","1","杨","friend_Positive_ability","phase_015_subj_23"
"2330",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","顶事","","","friend","j","friend","408","1","杨","_Positive_ability","phase_015_subj_23"
"2331",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","morality","奸险","","","new","3","old","723","0","杨","NA_Negative_morality","phase_015_subj_23"
"2332",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","奸险","","",NA,"j","friend","519",NA,"杨","_Negative_morality","phase_015_subj_23"
"2333",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","毛糙","","","new","2","familiar","1274","0","杨","NA_Negative_ability","phase_015_subj_23"
"2334",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","毛糙","","",NA,"f","self","226",NA,"杨","_Negative_ability","phase_015_subj_23"
"2335",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","morality","守法","","","old","3","old","971","1","杨","self_Positive_morality","phase_015_subj_23"
"2336",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","守法","","","self","f","self","877","1","杨","_Positive_morality","phase_015_subj_23"
"2337",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","ability","坚持","","","old","3","old","810","1","杨","self_Positive_ability","phase_015_subj_23"
"2338",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","坚持","","","self","f","self","312","1","杨","_Positive_ability","phase_015_subj_23"
"2339",598901822953881600,404,"Male","SRET","RJ_formal1","self","Negative","ability","无能","","","old","1","new","870","0","杨","self_Negative_ability","phase_015_subj_23"
"2340",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","ability","努力","","","old","3","old","1367","1","杨","self_Positive_ability","phase_015_subj_23"
"2341",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","努力","","","self","f","self","764","1","杨","_Positive_ability","phase_015_subj_23"
"2342",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","morality","仗义","","","old","3","old","669","1","杨","self_Positive_morality","phase_015_subj_23"
"2343",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","仗义","","","self","f","self","327","1","杨","_Positive_morality","phase_015_subj_23"
"2344",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","morality","刻薄","","","old","1","new","2120","0","杨","friend_Negative_morality","phase_015_subj_23"
"2345",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","扎实","","","new","1","new","1265","1","杨","NA_Positive_ability","phase_015_subj_23"
"2346",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","morality","低劣","","","old","3","old","939","1","杨","friend_Negative_morality","phase_015_subj_23"
"2347",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","低劣","","","friend","j","friend","351","1","杨","_Negative_morality","phase_015_subj_23"
"2348",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","morality","伪善","","","old","3","old","1278","1","杨","friend_Negative_morality","phase_015_subj_23"
"2349",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","伪善","","","friend","f","self","357","0","杨","_Negative_morality","phase_015_subj_23"
"2350",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","morality","利己","","","new","3","old","881","0","杨","NA_Negative_morality","phase_015_subj_23"
"2351",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","利己","","",NA,"f","self","295",NA,"杨","_Negative_morality","phase_015_subj_23"
"2352",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","智慧","","","new","1","new","2590","1","杨","NA_Positive_ability","phase_015_subj_23"
"2353",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","才尽","","","new","3","old","844","0","杨","NA_Negative_ability","phase_015_subj_23"
"2354",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","才尽","","",NA,"f","self","909",NA,"杨","_Negative_ability","phase_015_subj_23"
"2355",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","肯干","","","new","3","old","706","0","杨","NA_Positive_ability","phase_015_subj_23"
"2356",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","肯干","","",NA,"j","friend","236",NA,"杨","_Positive_ability","phase_015_subj_23"
"2357",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","ability","弱智","","","old","3","old","1544","1","杨","friend_Negative_ability","phase_015_subj_23"
"2358",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","弱智","","","friend","j","friend","162","1","杨","_Negative_ability","phase_015_subj_23"
"2359",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Positive","ability","周到","","","old","1","new","730","0","杨","friend_Positive_ability","phase_015_subj_23"
"2360",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","morality","不端","","","old","3","old","650","1","杨","friend_Negative_morality","phase_015_subj_23"
"2361",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","不端","","","friend","j","friend","850","1","杨","_Negative_morality","phase_015_subj_23"
"2362",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Positive","morality","刚正","","","old","3","old","965","1","杨","friend_Positive_morality","phase_015_subj_23"
"2363",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","刚正","","","friend","f","self","207","0","杨","_Positive_morality","phase_015_subj_23"
"2364",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","忠勇","","","new","2","familiar","1436","0","杨","NA_Positive_morality","phase_015_subj_23"
"2365",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","忠勇","","",NA,"j","friend","352",NA,"杨","_Positive_morality","phase_015_subj_23"
"2366",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","ability","差生","","","old","3","old","1629","1","杨","friend_Negative_ability","phase_015_subj_23"
"2367",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","差生","","","friend","j","friend","811","1","杨","_Negative_ability","phase_015_subj_23"
"2368",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","善心","","","new","3","old","864","0","杨","NA_Positive_morality","phase_015_subj_23"
"2369",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","善心","","",NA,"j","friend","219",NA,"杨","_Positive_morality","phase_015_subj_23"
"2370",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","昏庸","","","new","3","old","695","0","杨","NA_Negative_ability","phase_015_subj_23"
"2371",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","昏庸","","",NA,"f","self","245",NA,"杨","_Negative_ability","phase_015_subj_23"
"2372",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","愚钝","","","new","3","old","2088","0","杨","NA_Negative_ability","phase_015_subj_23"
"2373",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","愚钝","","",NA,"f","self","229",NA,"杨","_Negative_ability","phase_015_subj_23"
"2374",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","morality","厚道","","","old","1","new","1793","0","杨","self_Positive_morality","phase_015_subj_23"
"2375",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","ability","独断","","","old","3","old","775","1","杨","friend_Negative_ability","phase_015_subj_23"
"2376",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","独断","","","friend","j","friend","640","1","杨","_Negative_ability","phase_015_subj_23"
"2377",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","精干","","","new","3","old","787","0","杨","NA_Positive_ability","phase_015_subj_23"
"2378",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","精干","","",NA,"f","self","140",NA,"杨","_Positive_ability","phase_015_subj_23"
"2379",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","逞强","","","new","1","new","1404","1","杨","NA_Negative_ability","phase_015_subj_23"
"2380",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","morality","谦逊","","","old","3","old","590","1","杨","self_Positive_morality","phase_015_subj_23"
"2381",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","谦逊","","","self","f","self","1467","1","杨","_Positive_morality","phase_015_subj_23"
"2382",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Positive","morality","淡泊","","","old","3","old","757","1","杨","friend_Positive_morality","phase_015_subj_23"
"2383",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","淡泊","","","friend","f","self","188","0","杨","_Positive_morality","phase_015_subj_23"
"2384",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","正气","","","new","3","old","705","0","杨","NA_Positive_morality","phase_015_subj_23"
"2385",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","正气","","",NA,"j","friend","363",NA,"杨","_Positive_morality","phase_015_subj_23"
"2386",598901822953881600,404,"Male","SRET","RJ_formal1","friend","Negative","morality","狡诈","","","old","3","old","685","1","杨","friend_Negative_morality","phase_015_subj_23"
"2387",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","狡诈","","","friend","j","friend","287","1","杨","_Negative_morality","phase_015_subj_23"
"2388",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","刻苦","","","new","1","new","838","1","杨","NA_Positive_ability","phase_015_subj_23"
"2389",598901822953881600,404,"Male","SRET","RJ_formal1","self","Negative","morality","淫乱","","","old","3","old","616","1","杨","self_Negative_morality","phase_015_subj_23"
"2390",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","morality","淫乱","","","self","f","self","1440","1","杨","_Negative_morality","phase_015_subj_23"
"2391",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","高明","","","new","2","familiar","1464","0","杨","NA_Positive_ability","phase_015_subj_23"
"2392",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","高明","","",NA,"f","self","213",NA,"杨","_Positive_ability","phase_015_subj_23"
"2393",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","ability","干练","","","new","3","old","817","0","杨","NA_Positive_ability","phase_015_subj_23"
"2394",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","ability","干练","","",NA,"f","self","168",NA,"杨","_Positive_ability","phase_015_subj_23"
"2395",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Negative","ability","拙笨","","","new","3","old","958","0","杨","NA_Negative_ability","phase_015_subj_23"
"2396",598901822953881600,404,"Male","SRET","RJ_formal_2","","Negative","ability","拙笨","","",NA,"j","friend","203",NA,"杨","_Negative_ability","phase_015_subj_23"
"2397",598901822953881600,404,"Male","SRET","RJ_formal1",NA,"Positive","morality","诚信","","","new","1","new","931","1","杨","NA_Positive_morality","phase_015_subj_23"
"2398",598901822953881600,404,"Male","SRET","RJ_formal1","self","Positive","morality","守信","","","old","3","old","734","1","杨","self_Positive_morality","phase_015_subj_23"
"2399",598901822953881600,404,"Male","SRET","RJ_formal_2","","Positive","morality","守信","","","self","f","self","284","1","杨","_Positive_morality","phase_015_subj_23"
"2400",598901822953881600,404,"Male","SRET_end","SRET_end","","","","","","","","0","","23632","","杨","__","phase_015_subj_23"
"2401",688842330605617152,571,"Male","SRET_EW","EW_instructions","","","","","","","","0","","28263","","罗","__","phase_015_subj_35"
"2402",688842330605617152,571,"Male","SRET_EW","EW_practice","self","Positive","ability","严谨","","","","j","yes","1034","","罗","self_Positive_ability","phase_015_subj_35"
"2403",688842330605617152,571,"Male","SRET_EW","EW_practice","self","Negative","ability","刻板","","","","null","","null","","罗","self_Negative_ability","phase_015_subj_35"
"2404",688842330605617152,571,"Male","SRET_EW","EW_practice","friend","Positive","morality","忠实","","","","f","no","1101","","罗","friend_Positive_morality","phase_015_subj_35"
"2405",688842330605617152,571,"Male","SRET_EW","EW_practice","friend","Negative","morality","徇私","","","","null","","null","","罗","friend_Negative_morality","phase_015_subj_35"
"2406",688842330605617152,571,"Male","SRET_EW","prac_instructions","","","","","","","","0","","15770","","罗","__","phase_015_subj_35"
"2407",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","务实","","","","j","yes","880","","罗","friend_Positive_ability","phase_015_subj_35"
"2408",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","坚贞","","","","f","no","1218","","罗","self_Positive_morality","phase_015_subj_35"
"2409",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","迷糊","","","","j","yes","1429","","罗","friend_Negative_ability","phase_015_subj_35"
"2410",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","说谎","","","","f","no","1301","","罗","self_Negative_morality","phase_015_subj_35"
"2411",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","淡泊","","","","f","no","1154","","罗","friend_Positive_morality","phase_015_subj_35"
"2412",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","逞强","","","","j","yes","959","","罗","friend_Negative_ability","phase_015_subj_35"
"2413",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","虚假","","","","f","no","961","","罗","friend_Negative_morality","phase_015_subj_35"
"2414",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","伪善","","","","f","no","1274","","罗","self_Negative_morality","phase_015_subj_35"
"2415",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","卑鄙","","","","f","no","1458","","罗","friend_Negative_morality","phase_015_subj_35"
"2416",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","独断","","","","j","yes","1204","","罗","friend_Negative_ability","phase_015_subj_35"
"2417",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","歹毒","","","","j","yes","1269","","罗","self_Negative_morality","phase_015_subj_35"
"2418",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","依靠","","","","j","yes","1531","","罗","friend_Negative_ability","phase_015_subj_35"
"2419",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","刻苦","","","","j","yes","1045","","罗","self_Positive_ability","phase_015_subj_35"
"2420",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","狡诈","","","","j","yes","1148","","罗","friend_Negative_morality","phase_015_subj_35"
"2421",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","坦荡","","","","j","yes","1492","","罗","self_Positive_morality","phase_015_subj_35"
"2422",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","废物","","","","f","no","979","","罗","self_Negative_ability","phase_015_subj_35"
"2423",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","守法","","","","j","yes","1633","","罗","friend_Positive_morality","phase_015_subj_35"
"2424",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","慈悲","","","","null","","null","","罗","friend_Positive_morality","phase_015_subj_35"
"2425",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","刚正","","","","j","yes","834","","罗","self_Positive_morality","phase_015_subj_35"
"2426",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","扎实","","","","j","yes","952","","罗","self_Positive_ability","phase_015_subj_35"
"2427",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","浅薄","","","","f","no","1316","","罗","self_Negative_ability","phase_015_subj_35"
"2428",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","博学","","","","j","yes","1378","","罗","friend_Positive_ability","phase_015_subj_35"
"2429",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","无知","","","","f","no","1525","","罗","self_Negative_ability","phase_015_subj_35"
"2430",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","诚信","","","","j","yes","1848","","罗","self_Positive_morality","phase_015_subj_35"
"2431",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","思辨","","","","f","no","1279","","罗","friend_Positive_ability","phase_015_subj_35"
"2432",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","龌龊","","","","j","yes","1304","","罗","self_Negative_morality","phase_015_subj_35"
"2433",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","细心","","","","f","no","1319","","罗","self_Positive_ability","phase_015_subj_35"
"2434",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","奉献","","","","f","no","1110","","罗","self_Positive_morality","phase_015_subj_35"
"2435",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","虚伪","","","","j","yes","822","","罗","self_Negative_morality","phase_015_subj_35"
"2436",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","蛇蝎","","","","f","no","982","","罗","friend_Negative_morality","phase_015_subj_35"
"2437",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","清廉","","","","f","no","1188","","罗","self_Positive_morality","phase_015_subj_35"
"2438",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","学霸","","","","f","no","1355","","罗","self_Positive_ability","phase_015_subj_35"
"2439",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","偏私","","","","j","yes","1193","","罗","friend_Negative_morality","phase_015_subj_35"
"2440",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","恶劣","","","","j","yes","1844","","罗","self_Negative_morality","phase_015_subj_35"
"2441",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","稳健","","","","j","yes","1407","","罗","friend_Positive_ability","phase_015_subj_35"
"2442",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","低劣","","","","f","no","1199","","罗","friend_Negative_morality","phase_015_subj_35"
"2443",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","盲目","","","","j","yes","1293","","罗","self_Negative_ability","phase_015_subj_35"
"2444",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","高洁","","","","j","yes","1073","","罗","self_Positive_morality","phase_015_subj_35"
"2445",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","业余","","","","j","yes","909","","罗","self_Negative_ability","phase_015_subj_35"
"2446",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","变通","","","","f","no","1082","","罗","self_Positive_ability","phase_015_subj_35"
"2447",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","奸险","","","","f","no","1300","","罗","self_Negative_morality","phase_015_subj_35"
"2448",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","外行","","","","f","no","1290","","罗","friend_Negative_ability","phase_015_subj_35"
"2449",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","精干","","","","f","no","792","","罗","self_Positive_ability","phase_015_subj_35"
"2450",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","慷慨","","","","j","yes","894","","罗","friend_Positive_morality","phase_015_subj_35"
"2451",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","窝囊","","","","j","yes","1198","","罗","self_Negative_ability","phase_015_subj_35"
"2452",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","弱智","","","","j","yes","1346","","罗","friend_Negative_ability","phase_015_subj_35"
"2453",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","势利","","","","f","no","901","","罗","friend_Negative_morality","phase_015_subj_35"
"2454",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","自私","","","","j","yes","1444","","罗","self_Negative_morality","phase_015_subj_35"
"2455",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","爱国","","","","j","yes","836","","罗","friend_Positive_morality","phase_015_subj_35"
"2456",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","拖延","","","","j","yes","951","","罗","friend_Negative_ability","phase_015_subj_35"
"2457",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","毛糙","","","","j","yes","673","","罗","self_Negative_ability","phase_015_subj_35"
"2458",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","不良","","","","f","no","1387","","罗","friend_Negative_morality","phase_015_subj_35"
"2459",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","morality","腐败","","","","f","no","978","","罗","self_Negative_morality","phase_015_subj_35"
"2460",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","无私","","","","null","","null","","罗","self_Positive_morality","phase_015_subj_35"
"2461",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","morality","正气","","","","f","no","788","","罗","self_Positive_morality","phase_015_subj_35"
"2462",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","拙笨","","","","j","yes","822","","罗","self_Negative_ability","phase_015_subj_35"
"2463",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","愚钝","","","","j","yes","992","","罗","self_Negative_ability","phase_015_subj_35"
"2464",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","远见","","","","f","no","943","","罗","self_Positive_ability","phase_015_subj_35"
"2465",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","利落","","","","f","no","1080","","罗","friend_Positive_ability","phase_015_subj_35"
"2466",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","上进","","","","j","yes","1088","","罗","friend_Positive_ability","phase_015_subj_35"
"2467",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","孝顺","","","","j","yes","994","","罗","friend_Positive_morality","phase_015_subj_35"
"2468",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","无为","","","","j","yes","1593","","罗","friend_Negative_ability","phase_015_subj_35"
"2469",688842330605617152,571,"Male","SRET","EW_formal","self","Negative","ability","短视","","","","j","yes","1039","","罗","self_Negative_ability","phase_015_subj_35"
"2470",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","morality","好心","","","","j","yes","909","","罗","friend_Positive_morality","phase_015_subj_35"
"2471",688842330605617152,571,"Male","SRET","EW_formal","self","Positive","ability","智慧","","","","f","no","997","","罗","self_Positive_ability","phase_015_subj_35"
"2472",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","morality","贪污","","","","f","no","1291","","罗","friend_Negative_morality","phase_015_subj_35"
"2473",688842330605617152,571,"Male","SRET","EW_formal","friend","Negative","ability","马虎","","","","j","yes","927","","罗","friend_Negative_ability","phase_015_subj_35"
"2474",688842330605617152,571,"Male","SRET","EW_formal","friend","Positive","ability","独立","","","","j","yes","1616","","罗","friend_Positive_ability","phase_015_subj_35"
