"V1","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","friend_name","ID","trap1","correct_answer","trap1_item"
19,207,3,3,3,4,3,3,3,4,3,3,4,3,2,4,3,4,3,3,4,4,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,3,3,4,4,3,2,"叶","phase_012_subj_6",NA,NA,NA
20,175,4,3,4,4,3,3,3,4,3,4,4,3,3,5,3,4,4,3,5,4,2,3,2,2,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,3,3,3,5,2,2,"李","phase_012_subj_4",4,NA,NA
1,398,4,3,3,4,3,3,4,3,4,4,5,3,3,4,4,4,4,3,4,5,1,2,3,2,2,2,2,2,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,2,2,3,3,2,3,4,1,3,"张","phase_013_subj_17",5,NA,NA
2,145,4,3,3,4,4,3,3,2,4,4,5,2,3,4,2,4,3,3,4,4,1,4,3,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,2,3,4,2,3,"王","phase_013_subj_6",NA,NA,NA
3,422,3,3,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,3,4,4,2,2,2,1,2,2,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,4,2,3,2,2,2,3,2,2,1,"张","phase_013_subj_19",1,NA,NA
4,330,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,5,1,2,1,2,2,3,1,5,1,"付","phase_013_subj_12",NA,NA,NA
5,289,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,1,2,1,2,2,1,5,1,"唐","phase_013_subj_9",5,NA,NA
6,357,4,4,4,4,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,1,1,1,2,1,1,2,4,2,"刘","phase_013_subj_14",5,NA,NA
7,350,3,4,3,3,4,4,3,4,3,4,4,5,4,5,5,4,4,5,5,5,2,1,2,2,1,2,2,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,2,2,1,2,1,4,5,1,"林","phase_013_subj_13",1,NA,NA
8,467,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,1,2,1,1,1,4,1,"张","phase_013_subj_25",5,NA,NA
9,88,4,4,4,4,3,3,3,3,4,4,5,4,4,4,5,4,4,4,5,5,1,2,1,1,2,1,1,5,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,5,2,1,2,4,4,1,2,4,2,"温","phase_013_subj_2",3,NA,NA
10,522,3,3,3,3,2,2,2,3,2,2,4,1,2,2,3,2,3,2,3,2,3,4,4,2,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,4,3,1,4,3,4,2,2,3,"张","phase_013_subj_26",2,NA,NA
11,565,3,3,3,3,2,3,3,1,3,2,4,2,1,2,2,3,3,2,4,4,4,3,4,4,3,4,4,2,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4,5,2,4,4,3,4,4,4,"张","phase_013_subj_28",2,NA,NA
12,415,4,3,4,4,3,4,3,4,3,4,4,4,1,4,5,5,4,5,4,4,2,1,1,2,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,5,1,2,3,5,4,5,3,"潘","phase_013_subj_18",1,NA,NA
13,660,4,4,3,4,4,4,4,3,4,4,5,4,4,4,4,5,4,4,5,5,2,1,2,2,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,2,2,2,3,1,2,2,"杨","phase_013_subj_31",1,NA,NA
14,132,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,1,2,1,1,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,4,2,3,2,4,2,2,1,"韩","phase_013_subj_5",1,NA,NA
15,453,3,3,4,3,3,3,3,2,4,3,4,4,2,4,4,4,4,4,4,4,2,4,2,2,2,2,1,2,2,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,4,2,5,1,2,2,4,4,4,2,"崔","phase_013_subj_24",3,NA,NA
16,696,4,4,4,3,4,3,3,4,4,3,4,2,1,5,2,4,3,2,4,5,2,2,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,5,3,4,4,3,2,"吴","phase_013_subj_33",NA,NA,NA
17,358,3,3,4,3,3,3,3,4,2,3,4,2,2,3,4,4,4,3,4,4,3,2,2,2,2,3,2,4,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4,2,3,1,3,2,4,2,4,2,"杨","phase_013_subj_15",2,NA,NA
18,105,3,3,3,3,2,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,4,3,4,4,2,2,"张","phase_013_subj_4",3,NA,NA
19,267,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,5,4,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,2,3,3,1,2,2,"王","phase_013_subj_8",5,NA,NA
20,438,3,4,4,3,4,4,3,3,4,4,4,5,4,5,5,4,4,5,5,5,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,2,1,2,4,5,4,4,5,4,"王","phase_013_subj_21",1,NA,NA
21,440,4,4,4,3,4,4,3,4,3,4,4,2,1,5,3,4,3,3,5,4,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,4,4,4,5,4,2,"周","phase_013_subj_23",5,NA,NA
22,640,4,4,4,4,3,3,3,3,3,3,5,4,2,4,4,4,4,4,4,3,2,2,2,2,3,2,2,2,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,5,2,2,2,3,2,3,4,2,3,"马","phase_013_subj_30",4,NA,NA
23,196,4,4,2,3,2,3,3,3,4,4,5,2,4,4,4,4,4,4,5,4,1,1,1,1,1,1,2,4,2,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,4,2,2,2,2,4,4,4,4,3,"肖","phase_013_subj_7",4,NA,NA
24,673,3,3,4,3,3,4,3,4,4,3,4,2,1,4,3,4,3,2,4,4,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,4,3,4,4,5,1,"杨","phase_013_subj_32",NA,NA,NA
25,580,4,4,4,3,4,4,3,4,3,4,3,2,2,5,3,4,3,2,4,4,1,1,2,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,4,5,5,4,1,"赵","phase_013_subj_29",NA,NA,NA
26,311,3,3,3,3,4,3,3,3,3,4,4,2,1,4,2,5,3,3,4,5,2,1,2,2,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,4,4,4,5,5,2,"黄","phase_013_subj_10",1,NA,NA
27,76,3,4,4,3,4,4,3,4,4,3,4,5,4,5,5,4,5,4,5,5,1,2,2,1,2,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,1,2,1,1,4,5,2,1,"王","phase_013_subj_1",2,NA,NA
28,439,3,3,3,3,4,3,3,1,3,4,4,3,2,3,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,4,5,3,5,4,4,5,4,2,"李","phase_013_subj_22",1,NA,NA
29,563,3,4,3,2,4,3,3,1,3,4,3,4,3,3,4,4,5,4,3,4,3,4,4,4,4,4,4,2,5,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,4,4,5,3,4,4,5,5,2,2,"李","phase_013_subj_27",NA,NA,NA
30,325,4,4,4,4,2,4,3,4,4,4,5,5,2,4,3,5,3,2,4,4,4,3,2,2,4,4,4,4,3,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,5,2,3,1,2,2,3,4,1,3,"马","phase_013_subj_11",5,NA,NA
31,433,3,3,3,3,2,3,3,2,3,3,4,4,2,2,2,4,3,2,4,4,4,4,2,2,2,2,2,2,2,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,3,2,4,1,4,4,4,4,4,3,"许","phase_013_subj_20",5,NA,NA
1,338,4,3,4,3,4,3,3,4,4,4,4,5,5,4,5,4,5,4,4,5,1,1,2,2,1,2,4,4,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,4,2,4,1,2,2,3,2,2,2,"王","phase_014_subj_28",NA,NA,NA
2,446,4,4,4,4,4,4,3,2,4,4,5,4,4,4,4,4,5,4,5,5,2,1,2,2,2,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,4,2,2,2,2,4,2,1,1,2,"王","phase_014_subj_42",NA,NA,NA
3,452,4,4,4,4,4,4,3,3,4,4,5,5,5,5,5,4,5,4,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,1,1,2,1,1,5,2,"张","phase_014_subj_44",3,NA,NA
4,686,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,4,4,4,5,4,4,2,4,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,3,4,4,4,3,2,3,2,3,3,"SY","phase_014_subj_59",1,NA,NA
5,83,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,4,5,5,4,4,4,4,2,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,4,2,4,3,4,4,2,2,"徐","phase_014_subj_4",2,NA,NA
6,159,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,5,4,4,4,4,3,4,4,4,4,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,5,4,4,2,5,3,4,4,2,2,"潘","phase_014_subj_13",1,NA,NA
7,328,3,3,4,3,3,3,3,4,3,3,4,4,5,4,4,4,4,5,4,4,2,2,1,1,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,4,1,2,1,2,4,5,4,5,2,"徐","phase_014_subj_27",1,NA,NA
8,281,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,5,2,4,1,4,4,2,1,1,1,"岳","phase_014_subj_23",NA,NA,NA
9,356,4,3,4,3,4,3,3,4,4,4,4,4,2,4,4,4,5,5,4,5,2,2,2,2,2,2,1,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4,5,4,4,2,4,2,4,1,2,"吴","phase_014_subj_29",2,NA,NA
10,524,3,4,4,3,4,3,4,4,4,4,5,5,5,4,4,4,4,4,4,4,2,4,3,2,3,2,2,3,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,2,2,3,3,2,4,2,3,2,"薄","phase_014_subj_48",1,NA,NA
11,666,2,2,2,2,2,1,1,1,2,1,3,1,2,3,2,2,2,2,3,2,5,5,4,4,3,3,2,4,4,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,3,5,5,2,4,5,4,2,2,3,"张","phase_014_subj_55",4,NA,NA
12,696,3,4,4,4,4,3,3,1,4,4,4,4,2,4,4,5,5,2,5,4,2,2,1,1,1,2,4,5,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,5,4,4,2,4,2,5,4,2,1,"张","phase_014_subj_61",1,NA,NA
13,171,3,3,3,3,3,3,3,3,3,4,3,4,4,3,2,3,3,3,4,4,4,4,3,2,4,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,4,2,2,3,2,1,"吴","phase_014_subj_14",1,NA,NA
14,374,3,4,3,3,3,4,3,2,3,3,4,4,4,4,4,5,4,4,4,4,2,1,2,2,2,2,2,4,2,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,4,2,2,2,1,4,5,4,4,2,"颜","phase_014_subj_33",4,NA,NA
15,141,3,2,2,3,1,3,3,3,4,4,3,2,4,4,4,4,4,4,4,5,2,2,2,3,2,2,2,3,2,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,3,4,3,2,2,2,4,NA,2,3,"黄","phase_014_subj_9",3,NA,NA
16,280,3,4,4,4,4,4,3,4,4,4,5,4,5,4,5,4,4,5,4,5,1,2,2,1,1,2,1,4,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,5,1,2,1,2,3,4,NA,NA,NA,"刘","phase_014_subj_22",4,NA,NA
17,581,3,3,3,3,3,3,3,3,3,3,4,3,2,3,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,3,2,2,3,4,4,4,2,"徐","phase_014_subj_50",5,NA,NA
18,244,2,4,2,3,1,2,1,2,2,1,3,2,1,2,2,2,1,2,2,2,4,5,4,4,5,4,4,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,2,3,2,3,2,3,1,4,"张","phase_014_subj_19",4,NA,NA
19,419,4,3,3,3,2,3,3,3,3,3,4,4,3,3,2,4,4,3,4,4,3,4,4,4,4,2,2,3,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,4,4,3,4,4,3,4,4,2,"刘","phase_014_subj_40",2,NA,NA
20,416,3,4,4,4,4,3,4,2,4,4,4,5,5,4,4,5,4,5,5,4,2,2,2,2,2,2,3,2,3,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,4,2,3,2,2,2,4,4,3,3,"黄","phase_014_subj_39",1,NA,NA
21,437,3,3,4,3,2,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,4,4,3,2,4,3,4,4,3,2,"袁","phase_014_subj_41",5,NA,NA
22,413,3,3,4,3,4,3,3,4,4,4,4,4,5,3,4,4,4,3,3,5,3,3,4,4,4,4,4,4,4,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,4,1,4,2,3,2,3,2,4,3,"李","phase_014_subj_38",NA,NA,NA
23,155,3,3,4,3,3,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,2,2,2,1,2,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,2,2,1,2,3,4,4,2,2,"徐","phase_014_subj_12",4,NA,NA
24,373,3,4,4,3,4,3,4,4,4,4,4,5,5,4,5,4,5,5,5,5,1,1,2,1,2,2,1,5,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,5,1,1,1,2,2,4,2,3,1,"王","phase_014_subj_32",5,NA,NA
25,67,4,3,4,4,4,4,3,1,4,4,5,4,5,4,4,5,5,4,5,5,1,2,5,2,2,1,2,4,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,4,2,1,1,2,1,2,1,2,1,"汪","phase_014_subj_47",2,NA,NA
26,217,4,3,4,4,3,3,3,4,3,4,4,4,2,4,4,4,5,4,4,4,2,1,2,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,4,5,4,4,2,1,"陈","phase_014_subj_18",5,NA,NA
27,148,3,3,4,4,3,3,3,3,3,3,4,3,4,3,4,4,4,3,4,4,4,5,3,3,4,4,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,4,2,3,3,4,4,2,2,"郭","phase_014_subj_11",1,NA,NA
28,266,4,4,4,4,3,4,4,3,4,4,5,5,4,1,1,1,4,4,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,5,1,1,2,1,2,1,2,2,1,"张","phase_014_subj_21",NA,NA,NA
29,595,3,3,4,3,3,3,3,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,2,3,3,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,3,2,3,2,4,4,3,3,"钟","phase_014_subj_51",1,NA,NA
30,195,3,3,4,4,3,3,3,4,4,4,4,5,5,5,5,5,5,5,4,5,2,1,2,2,1,2,2,4,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,4,1,1,1,1,1,1,2,4,2,"王","phase_014_subj_16",2,NA,NA
31,141,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,5,1,5,1,1,3,5,3,4,1,"陈","phase_014_subj_10",1,NA,NA
32,388,4,3,4,3,4,4,4,4,4,4,4,4,5,3,3,5,3,3,5,2,3,4,1,1,2,2,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,3,4,1,3,3,2,1,2,"管","phase_014_subj_36",5,NA,NA
33,294,4,3,4,4,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,1,1,5,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,5,1,4,1,4,4,5,2,1,1,"黄","phase_014_subj_24",1,NA,NA
34,211,3,4,3,3,3,4,3,3,4,4,4,3,4,4,3,4,3,3,3,4,4,4,4,3,5,3,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,3,4,4,5,4,5,NA,4,5,"陈","phase_014_subj_17",3,NA,NA
35,652,3,3,4,3,3,3,3,4,4,4,4,4,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,2,2,3,2,2,1,2,"林","phase_014_subj_53",NA,NA,NA
36,460,4,4,4,3,4,3,4,4,4,3,4,4,2,4,4,5,5,4,4,4,4,5,4,4,4,3,4,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,4,1,4,2,4,4,1,2,"张","phase_014_subj_45",2,NA,NA
37,381,4,4,4,3,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,3,2,3,2,3,4,2,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,4,3,4,5,4,3,4,3,1,1,"王","phase_014_subj_34",2,NA,NA
38,391,3,3,4,3,3,4,4,4,4,4,5,4,3,4,4,4,4,3,4,5,2,3,5,4,4,3,2,3,2,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,5,2,2,1,2,4,4,4,2,3,"朱","phase_014_subj_37",5,NA,NA
39,133,4,4,4,4,3,3,3,3,4,4,4,4,4,4,5,4,4,3,4,5,2,2,2,1,3,2,2,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,2,2,3,3,4,2,2,3,"李","phase_014_subj_8",5,NA,NA
40,372,3,3,3,3,3,3,3,2,3,3,4,2,2,4,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,3,2,4,4,4,4,2,2,"刘","phase_014_subj_31",1,NA,NA
41,102,3,3,4,4,3,3,3,4,3,3,5,2,1,4,4,4,4,2,4,4,2,5,2,5,3,2,2,4,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,5,3,5,1,2,4,5,5,2,1,"仲","phase_014_subj_5",4,NA,NA
42,51,3,3,3,3,2,3,3,3,3,3,2,2,2,4,4,4,2,2,4,4,5,5,5,5,2,3,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,5,2,2,5,2,2,3,4,1,"陈","phase_014_subj_2",1,NA,NA
43,552,3,3,4,3,3,4,4,3,4,4,4,4,3,4,3,4,5,4,4,5,3,4,4,3,2,2,2,3,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,2,4,3,4,3,3,2,3,4,"张","phase_014_subj_49",4,NA,NA
44,193,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,5,3,3,2,1,1,3,1,4,2,"刘","phase_014_subj_15",3,NA,NA
1,322,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,5,4,4,4,5,1,4,4,2,2,2,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,2,2,2,4,2,3,2,NA,"phase_015_subj_18",1,NA,NA
2,18,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,5,4,5,3,5,NA,"phase_015_subj_3",4,NA,NA
3,540,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,1,2,1,2,1,4,1,NA,"phase_015_subj_32",5,NA,NA
4,681,4,3,4,4,3,3,3,4,3,4,4,4,2,3,3,5,4,3,4,4,1,1,2,2,1,1,1,2,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,4,2,2,1,3,3,3,2,4,3,NA,"phase_015_subj_46",1,NA,NA
5,621,3,4,4,3,4,4,4,3,4,4,4,4,2,4,4,5,4,2,4,5,3,3,3,1,2,2,2,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,5,5,5,5,5,2,2,4,1,3,NA,"phase_015_subj_41",2,NA,NA
6,404,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,2,1,1,2,2,2,5,1,NA,"phase_015_subj_23",1,NA,NA
7,110,4,4,4,4,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,2,3,3,2,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,3,2,2,1,3,4,4,3,NA,"phase_015_subj_11",NA,NA,NA
8,624,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,5,4,5,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,3,4,2,3,2,2,2,NA,"phase_015_subj_42",1,NA,NA
9,458,3,4,4,3,4,3,4,4,3,3,5,4,3,4,4,4,5,4,5,5,2,2,3,1,2,2,1,2,2,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,4,1,2,1,3,4,4,4,5,2,NA,"phase_015_subj_27",5,NA,NA
10,700,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5,1,1,1,2,2,3,5,1,NA,NA,"phase_015_subj_49",1,NA,NA
11,588,3,3,3,4,3,3,3,4,4,4,5,4,4,3,4,4,4,5,4,5,2,1,5,2,2,4,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,2,2,3,2,2,1,NA,"phase_015_subj_37",1,NA,NA
12,592,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,4,3,1,3,4,3,4,3,4,4,3,4,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,2,5,2,4,2,4,5,NA,"phase_015_subj_39",3,NA,NA
13,67,3,3,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,3,4,2,5,4,4,3,4,4,4,4,4,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,4,1,3,2,4,4,4,5,2,1,NA,"phase_015_subj_6",3,NA,NA
14,691,3,3,4,3,4,4,4,3,4,3,4,1,2,4,3,4,3,2,4,4,2,1,1,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,4,4,5,4,4,2,NA,"phase_015_subj_48",3,NA,NA
15,591,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,1,2,1,2,1,5,1,NA,"phase_015_subj_38",1,NA,NA
16,654,3,3,3,3,3,3,4,2,4,4,3,3,4,4,3,5,4,3,4,5,2,2,3,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,2,3,2,3,4,1,3,NA,"phase_015_subj_43",1,NA,NA
17,562,3,3,4,3,3,3,3,2,3,3,4,4,4,4,4,4,5,4,4,5,4,4,5,3,4,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,3,2,3,3,2,NA,"phase_015_subj_33",2,NA,NA
18,459,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,5,4,5,4,5,1,2,1,1,1,2,1,2,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,5,4,4,3,4,2,4,4,2,2,NA,"phase_015_subj_28",2,NA,NA
19,89,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,5,4,4,4,4,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,3,1,2,2,3,2,NA,"phase_015_subj_9",2,NA,NA
20,112,4,4,4,4,3,4,3,2,4,4,5,4,2,4,4,4,4,3,4,4,1,1,2,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,3,4,4,5,4,2,NA,"phase_015_subj_12",NA,NA,NA
21,103,3,4,4,3,3,3,3,1,3,4,4,3,2,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,4,5,4,4,5,4,4,5,2,3,NA,"phase_015_subj_10",3,NA,NA
22,221,3,4,4,3,3,3,3,4,3,3,5,3,3,4,3,5,4,3,3,4,2,2,1,1,2,2,1,2,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,4,2,3,2,4,3,3,2,4,4,NA,"phase_015_subj_16",1,NA,NA
23,417,4,4,3,3,3,4,3,4,4,3,4,2,1,5,4,4,4,3,4,4,2,1,2,2,2,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,2,1,4,4,4,5,4,1,NA,"phase_015_subj_24",5,NA,NA
24,430,3,3,3,4,4,3,3,4,4,3,4,1,2,5,2,4,3,2,4,5,2,2,2,2,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,5,2,4,5,4,5,4,2,NA,"phase_015_subj_25",2,NA,NA
25,12,4,4,4,4,3,4,4,3,4,4,5,2,4,5,4,5,5,3,5,5,2,4,1,3,2,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,5,4,4,5,3,4,3,5,1,1,NA,"phase_015_subj_2",1,NA,NA
