"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","correct","identity","Image","word","condition","task_id","screen_id","time_stamp","version_attrib","version_target","IAT","RT","varname","summary","version_attrib2","version_target2","question_order" 
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","646","1322835","0.0-7.0-0.0-4.0-0.5-1.264","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"670","","f","psychophysics","647","1324508","0.0-7.0-0.0-4.0-0.5-0.265","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.661636363637324","768","428","f","true","match","img/trapezoid.png","梯形","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","648","1325012","0.0-7.0-0.0-4.0-0.5-1.265","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"606","","j","psychophysics","649","1326622","0.0-7.0-0.0-4.0-0.5-0.266","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.66041052631642","768","428","j","true","nonmatch","img/trapezoid.png","六边","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","650","1327123","0.0-7.0-0.0-4.0-0.5-1.266","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"907","","j","psychophysics","651","1329033","0.0-7.0-0.0-4.0-0.5-0.267","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.650017699115473","768","428","j","true","nonmatch","img/trapezoid.png","圆形","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","652","1329534","0.0-7.0-0.0-4.0-0.5-1.267","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"641","","j","psychophysics","653","1331179","0.0-7.0-0.0-4.0-0.5-0.268","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.661072164949164","768","428","j","true","nonmatch","img/diamond.png","六边","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","654","1331681","0.0-7.0-0.0-4.0-0.5-1.268","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"766","","f","psychophysics","655","1333450","0.0-7.0-0.0-4.0-0.5-0.269","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.662638095238556","768","428","j","false","nonmatch","img/trapezoid.png","菱形","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","656","1333952","0.0-7.0-0.0-4.0-0.5-1.269","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"625","","j","psychophysics","657","1335581","0.0-7.0-0.0-4.0-0.5-0.270","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.660113402061434","768","428","j","true","nonmatch","img/hexagon.png","圆形","六边","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","658","1336083","0.0-7.0-0.0-4.0-0.5-1.270","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"724","","j","psychophysics","659","1337808","0.0-7.0-0.0-4.0-0.5-0.271","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.66039805825194","768","428","j","true","nonmatch","img/hexagon.png","菱形","六边","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","660","1338316","0.0-7.0-0.0-4.0-0.5-1.271","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"547","","j","psychophysics","661","1339866","0.0-7.0-0.0-4.0-0.5-0.272","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.662494505494628","768","428","f","false","match","img/trapezoid.png","梯形","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","662","1340380","0.0-7.0-0.0-4.0-0.5-1.272","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"593","","f","psychophysics","663","1341977","0.0-7.0-0.0-4.0-0.5-0.273","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.6612105263152","768","428","f","true","match","img/circle.png","圆形","圆形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","664","1342478","0.0-7.0-0.0-4.0-0.5-1.273","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"878","","j","psychophysics","665","1344359","0.0-7.0-0.0-4.0-0.5-0.274","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.65985714285801","768","428","j","true","nonmatch","img/diamond.png","圆形","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","666","1344860","0.0-7.0-0.0-4.0-0.5-1.274","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"678","","f","psychophysics","667","1346542","0.0-7.0-0.0-4.0-0.5-0.275","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.662430000000167","768","428","f","true","match","img/diamond.png","菱形","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","668","1347044","0.0-7.0-0.0-4.0-0.5-1.275","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"626","","j","psychophysics","669","1348674","0.0-7.0-0.0-4.0-0.5-0.276","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.661278350516366","768","428","j","true","nonmatch","img/circle.png","梯形","圆形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","670","1349175","0.0-7.0-0.0-4.0-0.5-1.276","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"728","","f","psychophysics","671","1350906","0.0-7.0-0.0-4.0-0.5-0.277","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.661524271843412","768","428","f","true","match","img/hexagon.png","六边","六边","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","672","1351410","0.0-7.0-0.0-4.0-0.5-1.277","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"727","","f","psychophysics","673","1353139","0.0-7.0-0.0-4.0-0.5-0.278","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.660126213592395","768","428","f","true","match","img/diamond.png","菱形","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","674","1353639","0.0-7.0-0.0-4.0-0.5-1.278","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"609","","f","psychophysics","675","1355252","0.0-7.0-0.0-4.0-0.5-0.279","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.659958333334846","768","428","f","true","match","img/circle.png","圆形","圆形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","676","1355752","0.0-7.0-0.0-4.0-0.5-1.279","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"759","","j","psychophysics","677","1357514","0.0-7.0-0.0-4.0-0.5-0.280","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.659704761903377","768","428","j","true","nonmatch","img/diamond.png","梯形","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","678","1358018","0.0-7.0-0.0-4.0-0.5-1.280","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"643","","j","psychophysics","679","1359664","0.0-7.0-0.0-4.0-0.5-0.281","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.660612244897862","768","428","j","true","nonmatch","img/circle.png","六边","圆形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","680","1360172","0.0-7.0-0.0-4.0-0.5-1.281","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"670","","j","psychophysics","681","1361847","0.0-7.0-0.0-4.0-0.5-0.282","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.65996999999974","768","428","j","true","nonmatch","img/circle.png","菱形","圆形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","682","1362349","0.0-7.0-0.0-4.0-0.5-1.282","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"605","","f","psychophysics","683","1363958","0.0-7.0-0.0-4.0-0.5-0.283","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.6624631578936","768","428","f","true","match","img/diamond.png","菱形","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","684","1364462","0.0-7.0-0.0-4.0-0.5-1.283","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"550","","f","psychophysics","685","1366014","0.0-7.0-0.0-4.0-0.5-0.284","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.65931521739011","768","428","f","true","match","img/circle.png","圆形","圆形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","686","1366516","0.0-7.0-0.0-4.0-0.5-1.284","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"586","","j","psychophysics","687","1368104","0.0-7.0-0.0-4.0-0.5-0.285","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.66201063829841","768","428","j","true","nonmatch","img/hexagon.png","梯形","六边","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","688","1368606","0.0-7.0-0.0-4.0-0.5-1.285","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"746","","j","psychophysics","689","1370354","0.0-7.0-0.0-4.0-0.5-0.286","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.65944660194354","768","428","f","false","match","img/trapezoid.png","梯形","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:red; font-size: 70px;'>错误! </span>","null","html-keyboard-response","690","1370855","0.0-7.0-0.0-4.0-0.5-1.286","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"687","","f","psychophysics","691","1372544","0.0-7.0-0.0-4.0-0.5-0.287","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.659679999998772","768","428","f","true","match","img/hexagon.png","六边","六边","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","692","1373046","0.0-7.0-0.0-4.0-0.5-1.287","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"34158","<style>.context{color:white; font-size: 35px; line-height:40px}</style>                            <div><p class='context'>您正确回答了88% 的试次。</p><p class='context'>您的平均反应时为693毫秒。</p><p class='context'>请按空格键进入休息。</p></div>"," ","html-keyboard-response","693","1407210","0.0-7.0-0.0-4.0-1.5","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1363","
                    <p>您当前还剩余2组实验</p>
                    <p>现在是休息时间，当您结束休息后，您可以点击 结束休息 按钮 继续。</p>
                    <p>建议休息时间还剩余<span id=""iii"">60</span>秒</p>","0","html-button-response","694","1408578","0.0-7.0-0.0-4.0-2.5","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"586","","j","psychophysics","695","1410170","0.0-7.0-0.0-4.0-0.6-0.288","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.661180851064582","768","428","j","true","nonmatch","img/diamond.png","六边","菱形","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","696","1410673","0.0-7.0-0.0-4.0-0.6-1.288","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"687","","j","psychophysics","697","1412363","0.0-7.0-0.0-4.0-0.6-0.289","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","nonmatch","","","","","","","","","","","","","","key","j","16.660449999999255","768","428","j","true","nonmatch","img/hexagon.png","菱形","六边","ALT1","formal_ALT1_1","","","","","","","","","",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","698","1412865","0.0-7.0-0.0-4.0-0.6-1.289","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","",""
"621","","f","psychophysics","699","1414489","0.0-7.0-0.0-4.0-0.6-0.290","2","2","3","2","2","2","2","2","2","2","3","4","3","2","3","2","2","2","3","3","4","5","1","2","3","3","5","5","5","1","0","1","1","0","1","1","1","1","1","-1","0","1","0","1","2","5","5","1","3","2","4","4","3","2","558365014109454336","杜","","","","match","","","","","","","","","","","","","","key","f","16.6590515463925","768","428","f","true","match","img/trapezoid.png","梯形","梯形","ALT1","formal_ALT1_1","","","","","","","","","",""
