"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","subj_idx","friend_name","value","success","user_agent","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","timeout","failed_images","failed_audio","failed_video","version_attrib","version_target","correct","IAT","screen_id","task_id","RT","condition","word","varname","summary","version_attrib2","version_target2","time_stamp","view_history","response_type","key_press","avg_frame_time","center_x","center_y","correct_response","identity","Image","question_order" 
"555","","j","psychophysics","1202","1537189","0.0-9.0-0.0-4.0-0.3-0.151","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","菱形","","","","","","","key","j","16.66625000000172","853.3333333333334","476","j","nonmatch","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1203","1537690","0.0-9.0-0.0-4.0-0.3-1.151","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"573","","f","psychophysics","1204","1539286","0.0-9.0-0.0-4.0-0.3-0.152","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","五边","","","","","","","key","f","16.66792631578926","853.3333333333334","476","f","match","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1205","1539787","0.0-9.0-0.0-4.0-0.3-1.152","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"758","","j","psychophysics","1206","1541547","0.0-9.0-0.0-4.0-0.3-0.153","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","五边","","","","","","","key","j","16.667407766990454","853.3333333333334","476","j","nonmatch","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1207","1542050","0.0-9.0-0.0-4.0-0.3-1.153","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"559","","f","psychophysics","1208","1543611","0.0-9.0-0.0-4.0-0.3-0.154","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","圆形","圆形","","","","","","","key","f","16.667855555556404","853.3333333333334","476","f","match","img/circle.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1209","1544114","0.0-9.0-0.0-4.0-0.3-1.154","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"569","","j","psychophysics","1210","1545701","0.0-9.0-0.0-4.0-0.3-0.155","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","方形","","","","","","","key","j","16.665074468085027","853.3333333333334","476","j","nonmatch","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1211","1546203","0.0-9.0-0.0-4.0-0.3-1.155","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"538","","f","psychophysics","1212","1547743","0.0-9.0-0.0-4.0-0.3-0.156","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","方形","","","","","","","key","f","16.66495604395539","853.3333333333334","476","f","match","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1213","1548246","0.0-9.0-0.0-4.0-0.3-1.156","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"604","","f","psychophysics","1214","1549852","0.0-9.0-0.0-4.0-0.3-0.157","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","菱形","","","","","","","key","f","16.662585106383553","853.3333333333334","476","f","match","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1215","1550353","0.0-9.0-0.0-4.0-0.3-1.157","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"551","","f","psychophysics","1216","1551925","0.0-9.0-0.0-4.0-0.3-0.158","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","五边","","","","","","","key","f","16.665870967741697","853.3333333333334","476","f","match","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1217","1552426","0.0-9.0-0.0-4.0-0.3-1.158","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"563","","j","psychophysics","1218","1553991","0.0-9.0-0.0-4.0-0.3-0.159","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","圆形","","","","","","","key","j","16.656119565216258","853.3333333333334","476","j","nonmatch","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1219","1554493","0.0-9.0-0.0-4.0-0.3-1.159","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"674","","f","psychophysics","1220","1556169","0.0-9.0-0.0-4.0-0.3-0.160","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","五边","","","","","","","key","f","16.66521428571539","853.3333333333334","476","f","match","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1221","1556672","0.0-9.0-0.0-4.0-0.3-1.160","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"552","","j","psychophysics","1222","1558254","0.0-9.0-0.0-4.0-0.3-0.161","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","圆形","","","","","","","key","j","16.66542553191539","853.3333333333334","476","j","nonmatch","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1223","1558756","0.0-9.0-0.0-4.0-0.3-1.161","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"675","","f","psychophysics","1224","1560434","0.0-9.0-0.0-4.0-0.3-0.162","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","菱形","","","","","","","key","f","16.666081632653782","853.3333333333334","476","f","match","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1225","1560935","0.0-9.0-0.0-4.0-0.3-1.162","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"600","","j","psychophysics","1226","1562538","0.0-9.0-0.0-4.0-0.3-0.163","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","圆形","五边","","","","","","","key","j","16.665956989248652","853.3333333333334","476","j","nonmatch","img/circle.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1227","1563039","0.0-9.0-0.0-4.0-0.3-1.163","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"721","","j","psychophysics","1228","1564783","0.0-9.0-0.0-4.0-0.3-0.164","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","五边","","","","","","","key","j","16.665718446603243","853.3333333333334","476","j","nonmatch","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1229","1565285","0.0-9.0-0.0-4.0-0.3-1.164","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"636","","j","psychophysics","1230","1566923","0.0-9.0-0.0-4.0-0.3-0.165","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","圆形","菱形","","","","","","","key","j","16.661884210528317","853.3333333333334","476","j","nonmatch","img/circle.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1231","1567425","0.0-9.0-0.0-4.0-0.3-1.165","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"591","","j","psychophysics","1232","1569019","0.0-9.0-0.0-4.0-0.3-0.166","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","圆形","","","","","","","key","j","16.661989247311226","853.3333333333334","476","j","nonmatch","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1233","1569520","0.0-9.0-0.0-4.0-0.3-1.166","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"664","","f","psychophysics","1234","1571206","0.0-9.0-0.0-4.0-0.3-0.167","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","菱形","","","","","","","key","f","16.665749999999534","853.3333333333334","476","f","match","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1235","1571708","0.0-9.0-0.0-4.0-0.3-1.167","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"693","","f","psychophysics","1236","1573404","0.0-9.0-0.0-4.0-0.3-0.168","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","五边","","","","","","","key","f","16.664869999999645","853.3333333333334","476","f","match","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1237","1573905","0.0-9.0-0.0-4.0-0.3-1.168","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"580","","j","psychophysics","1238","1575486","0.0-9.0-0.0-4.0-0.3-0.169","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","圆形","五边","","","","","","","key","j","16.666423913043335","853.3333333333334","476","j","nonmatch","img/circle.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1239","1575989","0.0-9.0-0.0-4.0-0.3-1.169","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"657","","j","psychophysics","1240","1577649","0.0-9.0-0.0-4.0-0.3-0.170","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","圆形","","","","","","","key","j","16.663216494844708","853.3333333333334","476","j","nonmatch","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1241","1578150","0.0-9.0-0.0-4.0-0.3-1.170","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"618","","f","psychophysics","1242","1579771","0.0-9.0-0.0-4.0-0.3-0.171","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","菱形","菱形","","","","","","","key","f","17.389630434781555","853.3333333333334","476","f","match","img/diamond.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1243","1580274","0.0-9.0-0.0-4.0-0.3-1.171","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"533","","f","psychophysics","1244","1581809","0.0-9.0-0.0-4.0-0.3-0.172","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","圆形","圆形","","","","","","","key","f","16.663555555555245","853.3333333333334","476","f","match","img/circle.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1245","1582310","0.0-9.0-0.0-4.0-0.3-1.172","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"620","","j","psychophysics","1246","1583942","0.0-9.0-0.0-4.0-0.3-0.173","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","菱形","","","","","","","key","j","16.664804123711686","853.3333333333334","476","j","nonmatch","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1247","1584445","0.0-9.0-0.0-4.0-0.3-1.173","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"715","","f","psychophysics","1248","1586161","0.0-9.0-0.0-4.0-0.3-0.174","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","五边","五边","","","","","","","key","f","16.664647058823476","853.3333333333334","476","f","match","img/pentagon.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1249","1586664","0.0-9.0-0.0-4.0-0.3-1.174","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"579","","f","psychophysics","1250","1588245","0.0-9.0-0.0-4.0-0.3-0.175","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","方形","","","","","","","key","f","16.667117021276933","853.3333333333334","476","f","match","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1251","1588749","0.0-9.0-0.0-4.0-0.3-1.175","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"523","","f","psychophysics","1252","1590297","0.0-9.0-0.0-4.0-0.3-0.176","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","match","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","方形","","","","","","","key","f","16.665164835165143","853.3333333333334","476","f","match","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1253","1590798","0.0-9.0-0.0-4.0-0.3-1.176","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
"639","","j","psychophysics","1254","1592441","0.0-9.0-0.0-4.0-0.3-0.177","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","nonmatch","","","","","","","","","","","","","","","true","","formal_ALT1_1","ALT1","","方形","圆形","","","","","","","key","j","16.665408163264924","853.3333333333334","476","j","nonmatch","img/square.png",""
"null","<span style='color:GreenYellow; font-size: 70px;'>正确! </span>","null","html-keyboard-response","1255","1592944","0.0-9.0-0.0-4.0-0.3-1.177","3","3","3","4","2","3","2","2","2","2","4","2","1","3","2","2","2","2","4","4","4","5","4","4","5","4","4","4","4","1","0","1","1","0","0","1","1","1","1","-1","0","1","0","1","3","4","5","4","5","4","4","4","2","2","735606541780258817","谢","","","","","","","","","","","","","","","","","","","","","feedback_test","","","","","","","","","","","","","","","","","","",""
